FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
104875                                                                            (SSLfinal_State_No_HTTPS, Iframe_No_IFrame, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.261963            0.443057  0.221167    0.844268  1.905550               1.0  0.105102    3.576287       0.643893  0.457095   0.720380    0.671726  0.649188        0.499183        0.844268       2559.732280
102485                                             (SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.252013            0.443057  0.212754    0.844221  1.905444               1.0  0.101098    3.575212       0.635289  0.441110   0.720296    0.662209  0.636704        0.480196        0.844221       2429.179503
104885                                                                    (SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields, Favicon_Favicon_Internal)  (Result_Phishing)            0.261601            0.443057  0.220805    0.844053  1.905064               1.0  0.104901    3.571348       0.643396  0.456347   0.719994    0.671210  0.648574        0.498367        0.844053       2552.201563
105447                                                                                                (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.263229            0.443057  0.222162    0.843986  1.904914               1.0  0.105536    3.569830       0.644762  0.458894   0.719875    0.672708  0.650538        0.501429        0.843986       2572.910892
103626                                                                                                      (SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.265762            0.443057  0.224242    0.843771  1.904429               1.0  0.106495    3.564918       0.646804  0.462759   0.719489    0.674948  0.653493        0.506125        0.843771       2603.833566
104912                                                               (SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.237720            0.443057  0.200543    0.843607  1.904059               1.0  0.095219    3.561180       0.622877  0.417593   0.719194    0.648121  0.617936        0.452634        0.843607       2241.577994
111762                                                                                                      (SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.212754            0.443057  0.179466    0.843537  1.903901               1.0  0.085204    3.559589       0.603068  0.376757   0.719069    0.624300  0.584539        0.405063        0.843537       1941.861494
104894                                                                          (SSLfinal_State_No_HTTPS, port_Port_Standard, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.260335            0.443057  0.219539    0.843294  1.903351               1.0  0.104195    3.554059       0.641656  0.453730   0.718632    0.669401  0.646420        0.495508        0.843294       2525.913724
103963                                                                                  (SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal, RightClick_Enabled)  (Result_Phishing)            0.264948            0.443057  0.223428    0.843291  1.903345               1.0  0.106041    3.553997       0.645681  0.461079   0.718627    0.673789  0.652121        0.504287        0.843291       2586.773202
110476                                                                                       (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.264224            0.443057  0.222705    0.842862  1.902376               1.0  0.105638    3.544290       0.644682  0.459586   0.717856    0.672758  0.650898        0.502654        0.842862       2571.646406
103971                                                                                    (Iframe_No_IFrame, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.264224            0.443057  0.222705    0.842862  1.902376               1.0  0.105638    3.544290       0.644682  0.459586   0.717856    0.672758  0.650898        0.502654        0.842862       2571.646406
103980                                                                                  (port_Port_Standard, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.264224            0.443057  0.222705    0.842862  1.902376               1.0  0.105638    3.544290       0.644682  0.459586   0.717856    0.672758  0.650898        0.502654        0.842862       2571.646406
103987                                                  (SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Favicon_Favicon_Internal)  (Result_Phishing)            0.264043            0.443057  0.222524    0.842754  1.902133               1.0  0.105537    3.541863       0.644433  0.459212   0.717663    0.672500  0.650592        0.502246        0.842754       2567.870284
112605                                                                    (Shortining_Service_No_Shortining, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.208232            0.443057  0.175486    0.842745  1.902113               1.0  0.083228    3.541662       0.599000  0.368821   0.717647    0.619413  0.577750        0.396080        0.842745       1882.256965
109775                                                                    (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.268385            0.443057  0.226142    0.842602  1.901789               1.0  0.107232    3.538434       0.648127  0.465983   0.717389    0.676507  0.655801        0.510412        0.842602       2623.584493
103371                                                                                (Iframe_No_IFrame, having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.255721            0.443057  0.215468    0.842589  1.901761               1.0  0.102169    3.538150       0.637089  0.445817   0.717366    0.664455  0.640132        0.486321        0.842589       2457.099272
111056                                                                   (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS, RightClick_Enabled)  (Result_Phishing)            0.263501            0.443057  0.221981    0.842430  1.901402               1.0  0.105235    3.534583       0.643683  0.458092   0.717081    0.671726  0.649673        0.501021        0.842430       2556.555290
103403                                                                   (having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.240344            0.443057  0.202442    0.842303  1.901115               1.0  0.095956    3.531734       0.623957  0.420914   0.716853    0.649612  0.620376        0.456921        0.842303       2259.357426
111064                                                                   (port_Port_Standard, Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.262958            0.443057  0.221438    0.842105  1.900668               1.0  0.104933    3.527303       0.642934  0.456972   0.716497    0.670951  0.648753        0.499796        0.842105       2545.260334
105775                                                              (Shortining_Service_No_Shortining, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.242605            0.443057  0.204251    0.841909  1.900225               1.0  0.096763    3.522924       0.625495  0.424277   0.716145    0.651457  0.622996        0.461004        0.841909       2282.909149
103395                                                                              (port_Port_Standard, having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.248304            0.443057  0.209046    0.841894  1.900192               1.0  0.099033    3.522598       0.630225  0.433421   0.716119    0.656860  0.630259        0.471825        0.841894       2354.075156
106948                                                                                      (Page_Rank_PageRank_Low, Iframe_No_IFrame, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.223700            0.443057  0.188331    0.841892  1.900188               1.0  0.089219    3.522555       0.610249  0.393647   0.716115    0.633482  0.598218        0.425071        0.841892       2053.574366
104006                                                                       (SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.239258            0.443057  0.201357    0.841588  1.899501               1.0  0.095352    3.515783       0.622479  0.418657   0.715568    0.648030  0.618448        0.454471        0.841588       2237.901829
111073                                                                     (Iframe_No_IFrame, Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.261963            0.443057  0.220443    0.841506  1.899315               1.0  0.104379    3.513956       0.641559  0.454919   0.715420    0.669528  0.647063        0.497550        0.841506       2524.604883
108975                                                                 (HTTPS_token_No_HTTPS_Token_In_Domain, having_IP_Address_no_IP, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.187065            0.443057  0.157395    0.841393  1.899060               1.0  0.074514    3.511455       0.582363  0.332951   0.715218    0.598320  0.546720        0.355247        0.841393       1635.767185
112613                                                  (double_slash_redirecting_last_position_less_than_7, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.206332            0.443057  0.173587    0.841298  1.898846               1.0  0.082170    3.509354       0.596426  0.364829   0.715047    0.616545  0.574120        0.391793        0.841298       1847.167315
104918                                                                (SSLfinal_State_No_HTTPS, having_At_Symbol_no_@_symbol, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.237359            0.443057  0.199548    0.840701  1.897499               1.0  0.094384    3.496214       0.620201  0.414974   0.713976    0.645545  0.615339        0.450388        0.840701       2204.760570
111131                                                        (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.237901            0.443057  0.200000    0.840684  1.897461               1.0  0.094596    3.495845       0.620628  0.415836   0.713946    0.646047  0.616029        0.451409        0.840684       2211.188738
105819                                            (double_slash_redirecting_last_position_less_than_7, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.239530            0.443057  0.201176    0.839879  1.895644               1.0  0.095051    3.478264       0.621293  0.417888   0.712500    0.646971  0.617542        0.454063        0.839879       2222.061612
110127                                                (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, RightClick_Enabled)  (Result_Phishing)            0.261511            0.443057  0.219629    0.839848  1.895573               1.0  0.103765    3.477583       0.639759  0.452901   0.712444    0.667780  0.645231        0.495713        0.839848       2497.788342
105835                                                          (HTTPS_token_No_HTTPS_Token_In_Domain, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.229308            0.443057  0.192583    0.839842  1.895561               1.0  0.090986    3.477462       0.613023  0.401395   0.712434    0.637255  0.604195        0.434667        0.839842       2098.633789
103390                                              (having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.249028            0.443057  0.209136    0.839811  1.895490               1.0  0.098803    3.476787       0.629094  0.433040   0.712378    0.655920  0.629615        0.472029        0.839811       2338.587936
106967                                                                          (Page_Rank_PageRank_Low, having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.214473            0.443057  0.180100    0.839730  1.895307               1.0  0.085076    3.475028       0.601356  0.377226   0.712233    0.623111  0.584246        0.406492        0.839730       1924.706531
110183                                     (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.240434            0.443057  0.201809    0.839353  1.894456               1.0  0.095283    3.466870       0.621597  0.418967   0.711555    0.647422  0.618319        0.455492        0.839353       2227.190250
111121                                                         (Submitting_to_email_not_using_mail_func, having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.239711            0.443057  0.201176    0.839245  1.894213               1.0  0.094970    3.464549       0.620917  0.417731   0.711362    0.646654  0.617309        0.454063        0.839245       2217.168768
104012                                                                        (having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.239530            0.443057  0.200995    0.839124  1.893939               1.0  0.094870    3.461934       0.620668  0.417355   0.711144    0.646389  0.616987        0.453655        0.839124       2213.610981
112674                                                                        (SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.203076            0.443057  0.170330    0.838753  1.893102               1.0  0.080356    3.453967       0.591984  0.357985   0.710478    0.611598  0.567849        0.384443        0.838753       1787.518820
106974                                                                                    (Page_Rank_PageRank_Low, port_Port_Standard, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.212031            0.443057  0.177838    0.838737  1.893067               1.0  0.083896    3.453633       0.598699  0.372631   0.710450    0.620063  0.580224        0.401388        0.838737       1887.407053
108428                                                                                                       (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.200271            0.443057  0.167888    0.838302  1.892084               1.0  0.079156    3.444332       0.589553  0.353120   0.709668    0.608616  0.563611        0.378930        0.838302       1752.652073
108938                                                                     (having_IP_Address_no_IP, Shortining_Service_No_Shortining, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.195749            0.443057  0.164089    0.838262  1.891995               1.0  0.077361    3.443496       0.586206  0.345655   0.709597    0.604309  0.557185        0.370355        0.838262       1703.099001
112621                                                                                  (DNSRecord_Has_DNS_Record, SSLfinal_State_No_HTTPS, RightClick_Enabled)  (Result_Phishing)            0.204613            0.443057  0.171506    0.838196  1.891846               1.0  0.080851    3.442088       0.592687  0.360182   0.709479    0.612647  0.569617        0.387097        0.838196       1799.464522
111081                                   (SSLfinal_State_No_HTTPS, Submitting_to_email_not_using_mail_func, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.255993            0.443057  0.214473    0.837809  1.890972               1.0  0.101054    3.433872       0.633289  0.442598   0.708784    0.660942  0.636838        0.484075        0.837809       2402.077177
112627                                                                                    (Iframe_No_IFrame, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.197377            0.443057  0.165355    0.837764  1.890869               1.0  0.077906    3.432906       0.587003  0.348058   0.708702    0.605489  0.559164        0.373214        0.837764       1716.406705
110134                                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Iframe_No_IFrame, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.253550            0.443057  0.212393    0.837674  1.890667               1.0  0.100055    3.431011       0.631102  0.438633   0.708541    0.658527  0.633690        0.479379        0.837674       2369.750496
112657                                                                    (SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.184351            0.443057  0.154410    0.837586  1.890468               1.0  0.072732    3.429151       0.577492  0.326449   0.708383    0.593048  0.540284        0.348510        0.837586       1576.111802
105768                                                                            (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google, RightClick_Enabled)  (Result_Phishing)            0.250656            0.443057  0.209860    0.837243  1.889694               1.0  0.098805    3.421924       0.628301  0.433726   0.707767    0.655453  0.629739        0.473663        0.837243       2328.551688
110174                                                (Statistical_report_Dont Belong to Top Phishing IPs/Domains, port_Port_Standard, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.246133            0.443057  0.205970    0.836825  1.888750               1.0  0.096919    3.413155       0.624181  0.426245   0.707016    0.650854  0.623720        0.464884        0.836825       2267.997397
105828                                                                  (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.234826            0.443057  0.196472    0.836672  1.888405               1.0  0.092431    3.409960       0.614831  0.408117   0.706741    0.640059  0.609113        0.443446        0.836672       2130.177747
108944                                                   (having_IP_Address_no_IP, double_slash_redirecting_last_position_less_than_7, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.193758            0.443057  0.162099    0.836601  1.888246               1.0  0.076252    3.408488       0.583458  0.341463   0.706615    0.601232  0.553247        0.365864        0.836601       1667.516591
106961                                                    (Page_Rank_PageRank_Low, SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.215739            0.443057  0.180461    0.836478  1.887967               1.0  0.084876    3.405918       0.599711  0.377269   0.706393    0.621894  0.583699        0.407309        0.836478       1907.531281
112630                                                  (SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.193578            0.443057  0.161918    0.836449  1.887901               1.0  0.076152    3.405306       0.583207  0.341082   0.706341    0.600952  0.552887        0.365455        0.836449       1664.293514
104942                                                     (SSLfinal_State_No_HTTPS, Submitting_to_email_not_using_mail_func, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.249389            0.443057  0.208593    0.836416  1.887828               1.0  0.098100    3.404636       0.626544  0.431109   0.706283    0.653610  0.627526        0.470804        0.836416       2303.189775
111091                                                             (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.253550            0.443057  0.212031    0.836247  1.887446               1.0  0.099693    3.401111       0.629893  0.437558   0.705978    0.657405  0.632611        0.478563        0.836247       2352.642138
107162                                                                      (Page_Rank_PageRank_Low, SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.201809            0.443057  0.168702    0.835948  1.886771               1.0  0.079289    3.394915       0.588824  0.354293   0.705442    0.608358  0.564183        0.380768        0.835948       1748.499759
104958                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.235821            0.443057  0.197105    0.835827  1.886497               1.0  0.092623    3.392405       0.614931  0.409125   0.705224    0.640351  0.609786        0.444875        0.835827       2132.800517
112642                                                                                  (port_Port_Standard, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.188874            0.443057  0.157847    0.835728  1.886275               1.0  0.074165    3.390368       0.579262  0.332952   0.705047    0.595998  0.545658        0.356268        0.835728       1608.526596
108956                                                                        (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.190231            0.443057  0.158933    0.835473  1.885699               1.0  0.074649    3.385116       0.580033  0.335050   0.704589    0.597095  0.547448        0.358718        0.835473       1620.691073
105783                                                                              (Iframe_No_IFrame, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.239077            0.443057  0.199729    0.835414  1.885567               1.0  0.093804    3.383906       0.617218  0.414026   0.704484    0.643105  0.613679        0.450796        0.835414       2166.949098
112653                                                                            (SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.185165            0.443057  0.154681    0.835369  1.885464               1.0  0.072642    3.382972       0.576346  0.326648   0.704402    0.592245  0.540042        0.349122        0.835369       1566.893976
107458                                            (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Page_Rank_PageRank_Low)  (Result_Phishing)            0.205246            0.443057  0.171416    0.835170  1.885014               1.0  0.080480    3.378884       0.590749  0.359446   0.704044    0.611031  0.568437        0.386893        0.835170       1778.903532
107060                                                                              (Page_Rank_PageRank_Low, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.204071            0.443057  0.170421    0.835106  1.884872               1.0  0.080006    3.377587       0.589826  0.357495   0.703931    0.609877  0.566764        0.384647        0.835106       1765.528197
110166                (Statistical_report_Dont Belong to Top Phishing IPs/Domains, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.247218            0.443057  0.206422    0.834980  1.884586               1.0  0.096890    3.374998       0.623527  0.426622   0.703704    0.650442  0.623715        0.465904        0.834980       2259.958566
107559                                                               (Page_Rank_PageRank_Low, Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.203166            0.443057  0.169516    0.834372  1.883215               1.0  0.079502    3.362616       0.588571  0.355598   0.702612    0.608489  0.565009        0.382605        0.834372       1749.137476
104046                                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.237901            0.443057  0.198462    0.834221  1.882872               1.0  0.093058    3.359539       0.615270  0.411324   0.702340    0.641079  0.611293        0.447938        0.834221       2139.882299
108971                                                                         (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.190773            0.443057  0.159114    0.834045  1.882475               1.0  0.074590    3.355977       0.579299  0.335175   0.702024    0.596585  0.547291        0.359126        0.834045       1614.585017
111138                           (Statistical_report_Dont Belong to Top Phishing IPs/Domains, Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.237449            0.443057  0.198010    0.833905  1.882159               1.0  0.092806    3.353152       0.614641  0.410386   0.701773    0.640411  0.610480        0.446917        0.833905       2131.102409
105798                                                                 (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.227770            0.443057  0.189778    0.833201  1.880571               1.0  0.088863    3.339003       0.606357  0.394509   0.700509    0.630770  0.597404        0.428338        0.833201       2011.349450
108960                                                                                     (having_IP_Address_no_IP, Iframe_No_IFrame, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.186070            0.443057  0.154953    0.832766  1.879590               1.0  0.072513    3.330322       0.574950  0.326784   0.699729    0.591250  0.539673        0.349735        0.832766       1555.452902
108951                                                                                   (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS, RightClick_Enabled)  (Result_Phishing)            0.192492            0.443057  0.160289    0.832707  1.879456               1.0  0.075004    3.329140       0.579475  0.337267   0.699622    0.597244  0.548869        0.361780        0.832707       1621.445125
112638                                                                       (SSLfinal_State_No_HTTPS, Redirect_Redirect_between_2-4, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.191135            0.443057  0.159114    0.832466  1.878911               1.0  0.074430    3.324349       0.578313  0.334920   0.699189    0.595796  0.546773        0.359126        0.832466       1605.326706
112686                                                             (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.181637            0.443057  0.151153    0.832171  1.878247               1.0  0.070678    3.318518       0.571371  0.319198   0.698661    0.586665  0.532826        0.341160        0.832171       1505.569671
105805                                                                            (port_Port_Standard, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.227408            0.443057  0.189236    0.832140  1.878176               1.0  0.088481    3.317900       0.605195  0.393233   0.698604    0.629627  0.596169        0.427113        0.832140       1996.312023
105810                                                                  (having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.223609            0.443057  0.186070    0.832120  1.878131               1.0  0.086998    3.317499       0.602217  0.387164   0.698568    0.626044  0.591154        0.419967        0.832120       1953.151637
110282                                      (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_At_Symbol_no_@_symbol, SSLfinal_State_No_HTTPS)  (Result_Phishing)            0.225147            0.443057  0.187336    0.832061  1.877998               1.0  0.087583    3.316340       0.603364  0.389579   0.698463    0.627443  0.593141        0.422826        0.832061       1969.892095
108964                                                   (having_IP_Address_no_IP, SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.182270            0.443057  0.151515    0.831266  1.876203               1.0  0.070759    3.300704       0.571104  0.319779   0.697034    0.586621  0.533173        0.341976        0.831266       1504.956826
105789                                            (SSLfinal_State_No_HTTPS, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Google_Index_Indexed by Google)  (Result_Phishing)            0.230032            0.443057  0.191135    0.830908  1.875397               1.0  0.089218    3.293732       0.606232  0.396584   0.696393    0.631154  0.598711        0.431401        0.830908       2013.412399
107259                                                                        (Page_Rank_PageRank_Low, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.195839            0.443057  0.162551    0.830023  1.873398               1.0  0.075783    3.276578       0.579748  0.341246   0.694804    0.598454  0.551836        0.366884        0.830023       1633.763868
106102                                                              (SSLfinal_State_No_HTTPS, popUpWidnow_No_Popup_Text_Fields, Google_Index_Indexed by Google)  (Result_Phishing)            0.215830            0.443057  0.179104    0.829841  1.872987               1.0  0.083479    3.273066       0.594378  0.373303   0.694476    0.617044  0.579189        0.404247        0.829841       1844.697528
112681                                          (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.185436            0.443057  0.153686    0.828780  1.870594               1.0  0.071527    3.252798       0.571362  0.323681   0.692572    0.587828  0.536176        0.346876        0.828780       1517.433365
105992                                                                      (Google_Index_Indexed by Google, SSLfinal_State_No_HTTPS, Favicon_Favicon_Internal)  (Result_Phishing)            0.218272            0.443057  0.180823    0.828429  1.869801               1.0  0.084116    3.246141       0.595071  0.376318   0.691942    0.618278  0.581467        0.408126        0.828429       1857.767909
112663                                                                      (SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.182180            0.443057  0.150791    0.827706  1.868169               1.0  0.070075    3.232514       0.568238  0.317827   0.690643    0.584025  0.530758        0.340343        0.827706       1476.589088
106391                                                       (Submitting_to_email_not_using_mail_func, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.217277            0.443057  0.179828    0.827644  1.868028               1.0  0.083562    3.231343       0.593666  0.374247   0.690531    0.616762  0.579589        0.405880        0.827644       1839.424541
106281                                    (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_No_HTTPS, Google_Index_Indexed by Google)  (Result_Phishing)            0.219267            0.443057  0.181095    0.825908  1.864110               1.0  0.083947    3.199120       0.593738  0.376316   0.687414    0.617323  0.581016        0.408738        0.825908       1844.240053
206089                                                              (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.262506            0.443057  0.192130    0.731909  1.651951               1.0  0.075825    2.077439       0.535130  0.374207   0.518638    0.582778  0.563374        0.433646        0.731909       1330.508923
281170                                                                  (SFH_Empty_or_Blank, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.300859            0.443057  0.215920    0.717679  1.619833               1.0  0.082622    1.972727       0.547318  0.408943   0.493088    0.602510  0.591401        0.487342        0.717679       1453.972413
309982                                                        (SFH_Empty_or_Blank, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.254093            0.443057  0.181366    0.713777  1.611026               1.0  0.068788    1.945835       0.508479  0.351631   0.486082    0.561564  0.540542        0.409351        0.713777       1118.501190
216112                                                                    (SFH_Empty_or_Blank, having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.246766            0.443057  0.175577    0.711510  1.605910               1.0  0.066245    1.930545       0.500907  0.341425   0.482012    0.553897  0.530999        0.396284        0.711510       1057.742759
224790                                                                                             (web_traffic_Medium_Traffic, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.218544            0.443057  0.155405    0.711093  1.604967               1.0  0.058577    1.927755       0.482349  0.307005   0.481262    0.530924  0.499419        0.350755        0.711093        900.130898
141673                                                                                                (web_traffic_Low_Traffic, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.215378            0.443057  0.151334    0.702646  1.585903               1.0  0.055910    1.872995       0.470856  0.298430   0.466096    0.522107  0.489899        0.341568        0.702646        828.703561
206130                                                            (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.246766            0.443057  0.173225    0.701979  1.584398               1.0  0.063893    1.868806       0.489683  0.335318   0.464899    0.546478  0.523886        0.390976        0.701979        983.970597
206135                                                                    (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Favicon_Favicon_Internal)  (Result_Phishing)            0.247309            0.443057  0.172501    0.697513  1.574317               1.0  0.062929    1.841210       0.484666  0.333100   0.456879    0.543428  0.521125        0.389343        0.697513        953.091304
206042                                                        (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, Favicon_Favicon_Internal)  (Result_Phishing)            0.279964            0.443057  0.195115    0.696931  1.573003               1.0  0.071075    1.837673       0.505910  0.369602   0.455834    0.568657  0.554001        0.440384        0.696931       1122.714264
